プロローグ,楽天家ゲルト,村人,人狼なんているわけないじゃん。みんな大げさだなあ
プロローグ,神父ジムゾン,人狼,リーザちゃん、あなたの無垢な可愛さにはボクですら胸がドキリとしてしまいます。劇画的な似顔絵ありがとうございます。僕の一重のキュートな目が見事再現されていて素晴らしいです。ああ、どうか、貴方だけは色んな意味で狼の毒牙にかかりませんように。
プロローグ,シスターフリーデル,村人,イースターエッグは隠された卵見つけだすというのとキリスト様の御体を見つけるそのときの再現のようなものだと先輩のシスターが言ってましたわ
プロローグ,少女リーザ,占い師,フリーデルお姉ちゃん、ちょっとこわい・・・あ、お姉ちゃんにもにがお絵あげるよーつ[古風な似顔絵]カタリナお姉ちゃんありがとう！なんだかさっきから音がとまらないけど、だいじにするね！ディーターおじちゃん、わるいけどリズ、ママから「お泊まりは禁止」っていわれてるからだめなんだあ・・・
プロローグ,神父ジムゾン,人狼,ニコラスさんは性別不明なのですね・・・それがいいかもしれませんよ、こんな男も女もあやふやで浮かれている世の中じゃ・・・ポイズン・・・
プロローグ,ならず者ディーター,村人,リナちゃん何をリザちゃんに渡しているのかな～(ﾆﾔﾘジムよ、君とはいろいろな意味でいい酒が飲めそうだぜ。つ【焼酎】
プロローグ,シスターフリーデル,村人,あ・・・・・スミマセン信仰のことになるとつい熱くなってしまうクセがありまして・・・・怖く見えてしまったかもしれませんねごめんなさい(なでなで
プロローグ,神父ジムゾン,人狼,ディタさん、貴方は「漢」と書いて男と読ませる仲間かもしれませんね。焼酎頂きます。もちろん「大五郎」ですよね。カーッ！あったまる。
プロローグ,シスターフリーデル,村人,神父さま!お酒はダメですよ!
プロローグ,神父ジムゾン,人狼,フリーデルさん、あなたのまっすぐな信仰心にも乾杯することとしますよ。まっすぐな瞳は世界を救うかもしれませんね。でもボクはこの季節の空の下、寒さに身を凍えさせながら歩く夜道の寂しさに・・・酒がないと生きていけない！なーんて☆そんな気分なのですキャッホー！（酔ってきた）
プロローグ,少女リーザ,占い師,>>フリーデルお姉ちゃんそうなんだー・・・こわいなんていっちゃってごめんね。あと、イースターエッグのこともわかったよ。>>てんいんさんほれてもいいんだよ？・・・なんちゃってー！今の、ママの若いころのマネなんだー。ママ、若いころは「こあくまけいアイドル」だったんだって。いみはよくわからないけど、かっこいいよねー。
プロローグ,仕立て屋エルナ,村人,おいおい酔っ払いかい。面倒を起こしたら外にたたき出すから覚悟するんだよ。まぁ・・・気持ちは分からなくはないがね。寒空はひと肌恋しくさせるよ
プロローグ,行商人アルビン,村人,気が付けば酔っ払いがひとり、ふたり・・・明日は酒も仕入れてくるか！ジムゾン、スマイルマートの酒コーナーもっと広くしておいてくれー！んーと、ちょっとペーターは帰りが遅いねー。寒いから早く帰っておいでー。
プロローグ,シスターフリーデル,村人,ダメですよ!神父様!貴方が皆さんにお手本を見せなくてどうするんですか!
プロローグ,神父ジムゾン,人狼,エルナさん、分かってくれますか。世の中ではクリスマスイブの上にさらにイブイブとか言ったりイブイブイブとか言ったりするそうじゃないですか。ボクはもうそんなこと考えたらたまらなくなるのですよ。アルビンさん、酒コーナー広げておきますね！スパークリングワインとかシャンパンとかしゃらくさいのは少なくして第3のビールや焼酎やワンカップ多めの納品希望です。
プロローグ,ならず者ディーター,村人,おお、ジム酔ってきたなぁ～。よーしよしいいぞ･･･。フリさんも固いこと言わず飲もうぜぇ～。
プロローグ,少女リーザ,占い師,なんだかおへやがお酒くさくなってきたのー・・・こどもがいるとあぶないかもしれないから、ちょっとお外にでてようかな。・・・ペーターくんがいたらいっしょにあそべるのになー。しかたないから、ひとりであそぼっと。
プロローグ,シスターフリーデル,村人,私は欲には負けません欲に溺れないでくださいどうかこの愚かな子羊に神の御加護がありますように
プロローグ,シスターフリーデル,村人,私も行きますわリーザさんここに居たらなにがあるかわかりませんから
プロローグ,旅人ニコラス,村人,酔っ払いが生える村ですネ。
プロローグ,行商人アルビン,村人,仕入れメモメモ。［第3のビール］［焼酎「大五郎」］［ワンカップ］［ペーターへのお土産］［リーザへのお土産］みなさーん、他にほしい物あったら教えてねー！本（聖書含む）、生地、包帯とかもいる？
プロローグ,少女リーザ,占い師,あ、フリーデルお姉ちゃんがあそんでくれるの？やったー！ありがとう。ひとりじゃつまらないからこまってたんだー。あしたもこんなふうに、たのしい日だったらいいのにな・・・
プロローグ,少年ペーター,霊能者,戻ったよ。もうすぐ夜明けだね。■1.夜中心（21～25時）。■2.仮22時15分、本22時45分。■3.秘密。□4.ニ○ー○ークに行きたいかぁぁぁぁっ！！！
プロローグ,パン屋オットー,村人,アルビン>>150君は大切な物を忘れているよ～。欲しい物リストに追加　つ【彼女】
プロローグ,少年ペーター,霊能者,脈絡のないことをないことを叫んでゴメンね。絶叫と聞いてつい連想してしまったのでね。
プロローグ,旅人ニコラス,村人,商>>150それじゃあ私はリストにつ[性別]
プロローグ,羊飼いカタリナ,人狼,みなさんの話聞いてるとおもしろいですねｗｗ聞いてるだけでニヤニヤしちゃいます
プロローグ,ならず者ディーター,村人,>>150>>153彼女ノ
プロローグ,村娘パメラ,人狼,お酒を飲んだら急に眠くなっちゃいました・・・けれどもスタンバイOKです。
プロローグ,行商人アルビン,村人,ペーター、お帰り！お土産のリクエストはないかー？（しつこいと思ったら僕を蹴っとけばいいよ！仕入れメモ追加［性別］ニコラスはどっちがいいのかなー？［彼女×2］見つかるのか、これ？
プロローグ,羊飼いカタリナ,人狼,>>150【誠実でロリコンじゃない（ここ重要）】彼氏ノ
プロローグ,仕立て屋エルナ,村人,おぉ・・・カオスな・・・そろそろ夜が明けるっていうのになんだい。リーザもペータも気を付けて遊ぶんだよ
